token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	TO038	0	sono	sono	linguistic	none	_	Begin=0.0	_	_	_	_
0-1	TO038	0	un	un	linguistic	none	_	_	_	_	_	_
0-2	TO038	0	sacco	sacco	linguistic	none	_	_	_	_	_	_
0-3	TO038	0	di	di	linguistic	none	_	_	_	_	_	_
0-4	TO038	0	stronzate.	stronzate	linguistic	none	Intonation=falling	End=1.187	_	_	_	_
1-0	TO031	1	tu	tu	linguistic	none	_	Begin=1.347	_	_	_	_
1-1	TO031	1	puoi	puoi	linguistic	none	_	_	_	_	_	_
1-2	TO031	1	dire	dire	linguistic	none	_	_	_	_	_	_
1-3	TO031	1	quello	quello	linguistic	none	_	_	_	_	_	_
1-4	TO031	1	che	che	linguistic	none	_	_	_	_	_	_
1-5	TO031	1	cazzo	cazzo	linguistic	none	_	_	_	_	_	_
1-6	TO031	1	vuoi.	vuoi	linguistic	none	Intonation=falling	End=2.686	_	_	_	_
2-0	TO038	2	(ah,)	ah	linguistic	none	Intonation=weakly_rising	Begin=3.204|End=3.623	_	_	0-2(0)	_
3-0	TO040	3	si	si	linguistic	none	_	Begin=3.752	_	_	_	_
3-1	TO040	3	può	può	linguistic	none	_	_	_	_	_	_
3-2	TO040	3	parlare	parlare	linguistic	none	_	_	_	_	_	_
3-3	TO040	3	anche	anche	linguistic	none	_	_	_	_	_	_
3-4	TO040	3	del	del	linguistic	none	_	_	_	_	_	_
3-5	TO040	3	tuo	tuo	linguistic	none	_	_	_	_	_	_
3-6	TO040	3	esame	esame	linguistic	none	_	_	_	_	_	_
3-7	TO040	3	di	di	linguistic	none	_	_	_	_	_	_
3-8	TO040	3	linguistica?	linguistica	linguistic	none	Intonation=rising	End=6.001	_	_	_	_
4-0	TO031	4	ecco	ecco	linguistic	none	_	Begin=6.48	_	_	_	_
4-1	TO031	4	quello	quello	linguistic	none	_	_	_	_	_	_
4-2	TO031	4	forse	forse	linguistic	none	_	_	_	_	_	_
4-3	TO031	4	lo	lo	linguistic	none	_	_	_	_	_	_
4-4	TO031	4	eviterei.	eviterei	linguistic	none	Intonation=falling	End=7.848	_	_	_	_
5-0	TO038	5	m:h.	mh	linguistic	none	Intonation=falling	Begin=10.0|End=10.661	0x1	_	_	_
6-0	TO031	6	l'	l'	linguistic	none	SpaceAfter=No	Begin=11.491	_	_	_	_
6-1	TO031	6	u:nica	unica	linguistic	none	_	_	0x1	_	_	_
6-2	TO031	6	cosa	cosa	linguistic	none	_	_	_	_	_	_
6-3	TO031	6	che	che	linguistic	none	_	_	_	_	_	_
6-4	TO031	6	eviterei.	eviterei	linguistic	none	Intonation=falling	End=13.019	_	_	_	_
7-0	TO031	7	anche	anche	linguistic	none	_	Begin=16.582	_	_	_	_
7-1	TO031	7	per[ché	perché	linguistic	none	_	_	_	_	_	3-6(0)
7-2	TO031	7	xxx].	xxx	linguistic	none	Intonation=falling	End=17.918	_	_	_	0-3(0)
8-0	TO038	8	[si	si	linguistic	none	_	Begin=16.78	_	_	_	0-2(0)
8-1	TO038	8	può	può	linguistic	none	_	_	_	_	_	0-3(0)
8-2	TO038	8	parlare	parlare	linguistic	none	_	_	_	_	_	0-7(0)
8-3	TO038	8	anche	anche	linguistic	none	_	_	_	_	_	0-5(0)
8-4	TO038	8	del	del	linguistic	none	_	_	_	_	_	0-3(0)
8-5	TO038	8	retto]re?	rettore	linguistic	none	Intonation=rising	End=18.069	_	_	_	0-5(0)
9-0	TO031	9	quello	quello	linguistic	none	_	Begin=19.332	_	_	_	_
9-1	TO031	9	sì.	sì	linguistic	none	Intonation=falling	End=19.867	_	_	_	_
10-0	TO040	10	cosa?	cosa	linguistic	none	Intonation=rising	Begin=20.506|End=20.904	_	_	_	_
11-0	TO038	11	si	si	linguistic	none	_	Begin=21.117	_	_	_	_
11-1	TO038	11	può	può	linguistic	none	_	_	_	_	_	_
11-2	TO038	11	parlare	parlare	linguistic	none	_	_	_	_	_	_
11-3	TO038	11	anche	anche	linguistic	none	_	_	_	_	_	_
11-4	TO038	11	del	del	linguistic	none	_	_	_	_	_	_
11-5	TO038	11	retto[re].	rettore	linguistic	none	Intonation=falling	End=22.432	_	_	_	5-7(1)
12-0	TO040	12	[cer]to.	certo	linguistic	none	Intonation=falling	Begin=22.206|End=22.766	_	_	_	0-3(1)
13-0	TO031	13	senza	senza	linguistic	none	_	Begin=26.318	_	_	_	_
13-1	TO031	13	dare	dare	linguistic	none	_	_	_	_	_	_
13-2	TO031	13	nomi,	nomi	linguistic	none	Intonation=weakly_rising	End=27.255	_	_	_	_
14-0	TO038	14	tu	tu	linguistic	none	_	Begin=31.325	_	_	_	_
14-1	TO038	14	hai	hai	linguistic	none	_	_	_	_	_	_
14-2	TO038	14	xxx	x	unknown	none	_	_	_	_	_	_
14-3	TO038	14	vero?	vero	linguistic	none	Intonation=rising	End=32.281	_	_	_	_
15-0	TO031	15	no.	no	linguistic	none	Intonation=falling	Begin=35.33|End=35.634	_	_	_	_
16-0	TO038	16	porco	porco	linguistic	none	_	Begin=39.139	_	_	_	_
16-1	TO038	16	[(dio)	dio	linguistic	none	_	_	_	_	0-3(0)	0-3(?)
16-2	TO038	16	non	non	linguistic	none	_	_	_	_	_	0-3(?)
16-3	TO038	16	me	me	linguistic	none	_	_	_	_	_	0-2(?)
16-4	TO038	16	ne	ne	linguistic	none	_	_	_	_	_	0-2(?)
16-5	TO038	16	frega	frega	linguistic	none	_	_	_	_	_	0-5(?)
16-6	TO038	16	un	un	linguistic	none	_	_	_	_	_	0-2(?)
16-7	TO038	16	cazzo].	cazzo	linguistic	none	Intonation=falling	_	_	_	_	0-5(?)
16-8	TO038	16	non	non	linguistic	none	_	_	_	_	_	_
16-9	TO038	16	me	me	linguistic	none	_	_	_	_	_	_
16-10	TO038	16	ne	ne	linguistic	none	_	_	_	_	_	_
16-11	TO038	16	frega	frega	linguistic	none	_	_	_	_	_	_
16-12	TO038	16	niente.	niente	linguistic	none	Intonation=falling	_	_	_	_	_
16-13	TO038	16	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
16-14	TO038	16	ma	ma	linguistic	none	_	_	_	_	_	_
16-15	TO038	16	proprio	proprio	linguistic	none	_	_	_	_	_	_
16-16	TO038	16	niente.	niente	linguistic	none	Intonation=falling	End=45.849	_	_	_	_
17-0	TO040	17	[no::].	no	linguistic	none	Intonation=falling	Begin=39.61|End=40.26	1x2	_	_	0-2(2)
18-0	TO039	18	[mi:nchia],	minchia	linguistic	none	Intonation=weakly_rising	Begin=40.49|End=41.252	1x1	_	_	0-7(3)
19-0	TO031	19	((ride))	((ride))	nonverbalbehavior	none	_	Begin=42.555|End=43.485	_	_	_	_
20-0	TO031	20	da:i.	dai	linguistic	none	Intonation=falling	Begin=46.052	1x1	_	_	_
20-1	TO031	20	ma	ma	linguistic	none	_	_	_	_	_	_
20-2	TO031	20	tanto	tanto	linguistic	none	_	_	_	_	_	_
20-3	TO031	20	se	se	linguistic	none	_	_	_	_	_	_
20-4	TO031	20	non	non	linguistic	none	_	_	_	_	_	_
20-5	TO031	20	sta	sta	linguistic	none	_	_	_	_	_	_
20-6	TO031	20	trenta	trenta	linguistic	none	_	_	_	_	_	_
20-7	TO031	20	secondi	secondi	linguistic	none	_	_	_	_	_	_
20-8	TO031	20	per	per	linguistic	none	_	_	_	_	_	_
20-9	TO031	20	terra,	terra	linguistic	none	Intonation=weakly_rising	_	_	_	_	_
20-10	TO031	20	non	non	linguistic	none	_	_	_	_	_	_
20-11	TO031	20	(suc[cede.)]	succede	linguistic	none	Intonation=falling	End=48.577	_	_	0-7(0)	3-7(4)
21-0	TO038	21	[questa	questa	linguistic	none	_	Begin=48.174	_	_	_	0-6(4)
21-1	TO038	21	è	è	linguistic	none	_	_	_	_	_	0-1(4)
21-2	TO038	21	la	la	linguistic	none	_	_	_	_	_	0-2(4)
21-3	TO038	21	più]	più	linguistic	none	_	_	_	_	_	0-3(4)
21-4	TO038	21	grande	grande	linguistic	none	_	_	_	_	_	_
21-5	TO038	21	stronzata,	stronzata	linguistic	none	Intonation=weakly_rising	_	_	_	_	_
21-6	TO038	21	ci	ci	linguistic	none	_	_	_	_	_	_
21-7	TO038	21	sono	sono	linguistic	none	_	_	_	_	_	_
21-8	TO038	21	degli	degli	linguistic	none	_	_	_	_	_	_
21-9	TO038	21	studi	studi	linguistic	none	_	_	_	_	_	_
21-10	TO038	21	che	che	linguistic	none	_	_	_	_	_	_
21-11	TO038	21	hanno	hanno	linguistic	none	_	_	_	_	_	_
21-12	TO038	21	distrutto	distrutto	linguistic	none	_	_	_	_	_	_
21-13	TO038	21	questa	questa	linguistic	none	_	_	_	_	_	_
21-14	TO038	21	teoria,	teoria	linguistic	none	Intonation=weakly_rising	_	_	_	_	_
21-15	TO038	21	però	però	linguistic	none	_	_	_	_	_	_
21-16	TO038	21	l'	l'	linguistic	none	SpaceAfter=No	_	_	_	_	_
21-17	TO038	21	effetto	effetto	linguistic	none	_	_	_	_	_	_
21-18	TO038	21	placebo	placebo	linguistic	none	_	_	_	_	_	_
21-19	TO038	21	ha	ha	linguistic	none	_	_	_	_	_	_
21-20	TO038	21	sconfitto	sconfitto	linguistic	none	_	_	_	_	_	_
21-21	TO038	21	delle	delle	linguistic	none	_	_	_	_	_	_
21-22	TO038	21	malattie	malattie	linguistic	none	_	_	_	_	_	_
21-23	TO038	21	gravissime	gravissime	linguistic	none	_	_	_	_	_	_
21-24	TO038	21	e	e	linguistic	none	_	_	_	_	_	_
21-25	TO038	21	ci	ci	linguistic	none	_	_	_	_	_	_
21-26	TO038	21	son	son	linguistic	none	_	_	_	_	_	_
21-27	TO038	21	degli	degli	linguistic	none	_	_	_	_	_	_
21-28	TO038	21	stu[di	studi	linguistic	none	_	_	_	_	_	3-5(5)
21-29	TO038	21	anche	anche	linguistic	none	_	_	_	_	_	0-5(5)
21-30	TO038	21	su	su	linguistic	none	_	_	_	_	_	0-2(5)
21-31	TO038	21	quello].	quello	linguistic	none	Intonation=falling	End=54.932	_	_	_	0-6(5)
22-0	TO039	22	[stai	stai	linguistic	none	_	Begin=54.275	_	_	_	0-4(5)
22-1	TO039	22	soffiando]?	soffiando	linguistic	none	Intonation=rising	End=55.49	_	_	_	0-9(5)
23-0	TO040	23	[però	però	linguistic	none	_	Begin=55.257	_	_	_	0-4(194)
23-1	TO040	23	sei	sei	linguistic	none	_	_	_	_	_	0-3(194)
23-2	TO040	23	ves]tito	vestito	linguistic	none	_	_	_	_	_	0-3(194)
23-3	TO040	23	così	così	linguistic	none	_	_	_	_	_	_
23-4	TO040	23	aggressivo	aggressivo	linguistic	none	_	_	_	_	_	_
23-5	TO040	23	che	che	linguistic	none	_	_	_	_	_	_
23-6	TO040	23	io	io	linguistic	none	_	_	_	_	_	_
23-7	TO040	23	[me	me	linguistic	none	_	_	_	_	_	0-2(6)
23-8	TO040	23	la	la	linguistic	none	_	_	_	_	_	0-2(6)
23-9	TO040	23	mangere:i].	mangerei	linguistic	none	Intonation=falling	End=57.979	6x1	_	_	0-8(6)
24-0	TO031	24	[vero].	vero	linguistic	none	Intonation=falling	Begin=55.483|End=55.911	_	_	_	0-4(194)
25-0	TO038	25	[ma	ma	linguistic	none	_	Begin=57.249	_	_	_	0-2(6)
25-1	TO038	25	certo].	certo	linguistic	none	Intonation=falling	_	_	_	_	0-5(6)
25-2	TO038	25	ma	ma	linguistic	none	_	_	_	_	_	_
25-3	TO038	25	infatti	infatti	linguistic	none	_	_	_	_	_	_
25-4	TO038	25	adesso	adesso	linguistic	none	_	_	_	_	_	_
25-5	TO038	25	qualcuno	qualcuno	linguistic	none	_	_	_	_	_	_
25-6	TO038	25	va	va	linguistic	none	_	_	_	_	_	_
25-7	TO038	25	a	a	linguistic	none	_	_	_	_	_	_
25-8	TO038	25	xx[xx],	xxxx	linguistic	none	Intonation=weakly_rising	End=59.297	_	_	_	2-4(7)
26-0	TO031	26	[io	io	linguistic	none	_	Begin=59.007	_	_	_	0-2(7)
26-1	TO031	26	se	se	linguistic	none	_	_	_	_	_	0-2(7)
26-2	TO031	26	fos]si	fossi	linguistic	none	_	_	_	_	_	0-3(7)
26-3	TO031	26	un	un	linguistic	none	_	_	_	_	_	_
26-4	TO031	26	batterio	batterio	linguistic	none	_	_	_	_	_	_
26-5	TO031	26	non	non	linguistic	none	_	_	_	_	_	_
