token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	TO053	0	avevo	avevo	linguistic	none	_	Begin=5.966	_	_	_	_
0-1	TO053	0	anche	anche	linguistic	none	_	_	_	_	_	_
0-2	TO053	0	visto::	visto	linguistic	none	_	End=7.768	4x2	_	_	_
1-0	TO052	1	parliamo	parliamo	linguistic	none	_	Begin=7.768	_	_	_	_
1-1	TO052	1	male	male	linguistic	none	_	_	_	_	_	_
1-2	TO052	1	di	di	linguistic	none	_	_	_	_	_	_
1-3	TO052	1	caparezza.	caparezza	linguistic	none	Intonation=falling	_	_	_	_	_
1-4	TO052	1	(allora)	allora	linguistic	none	_	End=10.051	_	_	0-6(0)	_
2-0	TO052	2	sinceramente	sinceramente	linguistic	none	_	Begin=10.328	_	_	_	_
2-1	TO052	2	a	a	linguistic	none	_	_	_	_	_	_
2-2	TO052	2	me	me	linguistic	none	_	_	_	_	_	_
2-3	TO052	2	l~	l~	linguistic	none	Interrupted=Yes	_	_	_	_	_
2-4	TO052	2	lalbum	lalbum	linguistic	none	_	_	_	_	_	_
2-5	TO052	2	museica,	museica	linguistic	none	Intonation=weakly_rising	End=13.03	_	_	_	_
3-0	TO052	3	non	non	linguistic	none	_	Begin=14.478	_	_	_	_
3-1	TO052	3	cè	cè	linguistic	none	_	_	_	_	_	_
3-2	TO052	3	nessun	nessun	linguistic	none	_	_	_	_	_	_
3-3	TO052	3	pezzo	pezzo	linguistic	none	_	_	_	_	_	_
3-4	TO052	3	a	a	linguistic	none	_	_	_	_	_	_
3-5	TO052	3	parte	parte	linguistic	none	_	_	_	_	_	_
3-6	TO052	3	forse	forse	linguistic	none	_	_	_	_	_	_
3-7	TO052	3	questo	questo	linguistic	none	_	_	_	_	_	_
3-8	TO052	3	qua	qua	linguistic	none	_	_	_	_	_	_
3-9	TO052	3	del	del	linguistic	none	_	_	_	_	_	_
3-10	TO052	3	cabaret	cabaret	linguistic	none	_	_	_	_	_	_
3-11	TO052	3	voltaire,	voltaire	linguistic	none	Intonation=weakly_rising	End=18.826	_	_	_	_
4-0	TO052	4	che	che	linguistic	none	_	Begin=19.721	_	_	_	_
4-1	TO052	4	io	io	linguistic	none	_	_	_	_	_	_
4-2	TO052	4	dico	dico	linguistic	none	_	_	_	_	_	_
4-3	TO052	4	<mi:nchia	minchia	linguistic	none	_	_	1x1	Slow=0-7(0)	_	_
4-4	TO052	4	che	che	linguistic	none	_	_	_	Slow=0-3(0)	_	_
4-5	TO052	4	pezzone>	pezzone	linguistic	none	_	_	_	Slow=0-7(0)	_	_
4-6	TO052	4	hai	hai	linguistic	none	_	_	_	_	_	_
4-7	TO052	4	capito,	capito	linguistic	none	Intonation=weakly_rising	End=22.896	_	_	_	_
5-0	TO048	5	anche	anche	linguistic	none	_	Begin=23.036	_	_	_	_
5-1	TO048	5	io	io	linguistic	none	_	_	_	_	_	_
5-2	TO048	5	ho	ho	linguistic	none	_	_	_	_	_	_
5-3	TO048	5	un	un	linguistic	none	_	_	_	_	_	_
5-4	TO048	5	po'	po'	linguistic	none	_	_	_	_	_	_
5-5	TO048	5	xx	x	unknown	none	_	_	_	_	_	_
5-6	TO048	5	è	è	linguistic	none	_	_	_	_	_	_
5-7	TO048	5	vero	vero	linguistic	none	_	_	_	_	_	_
5-8	TO048	5	pure	pure	linguistic	none	_	_	_	_	_	_
5-9	TO048	5	che	che	linguistic	none	_	_	_	_	_	_
5-10	TO048	5	l'	l'	linguistic	none	SpaceAfter=No	_	_	_	_	_
5-11	TO048	5	ho	ho	linguistic	none	_	_	_	_	_	_
5-12	TO048	5	ascoltato	ascoltato	linguistic	none	_	_	_	_	_	_
5-13	TO048	5	meno.	meno	linguistic	none	Intonation=falling	End=25.724	_	_	_	_
6-0	TO048	6	cio[è	cioè	linguistic	none	_	Begin=25.826	_	_	_	3-4(0)
6-1	TO048	6	in	in	linguistic	none	_	_	_	_	_	0-2(0)
6-2	TO048	6	parte	parte	linguistic	none	_	_	_	_	_	0-5(0)
6-3	TO048	6	è	è	linguistic	none	_	_	_	_	_	0-1(0)
6-4	TO048	6	(anche)	anche	linguistic	none	_	_	_	_	0-5(0)	0-5(0)
6-5	TO048	6	colpa	colpa	linguistic	none	_	_	_	_	_	0-5(0)
6-6	TO048	6	m]ia	mia	linguistic	none	_	_	_	_	_	0-1(0)
6-7	TO048	6	perché	perché	linguistic	none	_	_	_	_	_	_
6-8	TO048	6	io	io	linguistic	none	_	_	_	_	_	_
6-9	TO048	6	tipo,	tipo	linguistic	none	Intonation=weakly_rising	End=28.33	_	_	_	_
7-0	TO052	7	[e	e	linguistic	none	_	Begin=26.115	_	_	_	0-1(0)
7-1	TO052	7	infatti	infatti	linguistic	none	_	_	_	_	_	0-7(0)
7-2	TO052	7	x~],	x~	linguistic	none	Intonation=weakly_rising	End=27.298	_	_	_	0-2(0)
8-0	TO048	8	e:h	eh	linguistic	none	ProsodicLink=Yes	Begin=28.405	0x1	_	_	_
8-1	TO048	8	mh	mh	linguistic	none	_	End=29.35	_	_	_	_
9-0	TO048	9	il	il	linguistic	none	_	Begin=29.855	_	_	_	_
9-1	TO048	9	sogno	sogno	linguistic	none	_	_	_	_	_	_
9-2	TO048	9	eretico	eretico	linguistic	none	_	_	_	_	_	_
9-3	TO048	9	lo	lo	linguistic	none	_	_	_	_	_	_
9-4	TO048	9	penso	penso	linguistic	none	_	_	_	_	_	_
9-5	TO048	9	di	di	linguistic	none	_	_	_	_	_	_
9-6	TO048	9	saperlo	saperlo	linguistic	none	_	_	_	_	_	_
9-7	TO048	9	a	a	linguistic	none	_	_	_	_	_	_
9-8	TO048	9	mem[oria]	memoria	linguistic	none	_	_	_	_	_	3-7(1)
9-9	TO048	9	dimensione	dimensione	linguistic	none	_	_	_	_	_	_
9-10	TO048	9	del	del	linguistic	none	_	_	_	_	_	_
9-11	TO048	9	mio	mio	linguistic	none	_	_	_	_	_	_
9-12	TO048	9	caos	caos	linguistic	none	_	_	_	_	_	_
9-13	TO048	9	pure	pure	linguistic	none	_	_	_	_	_	_
9-14	TO048	9	invece	invece	linguistic	none	_	_	_	_	_	_
9-15	TO048	9	museica	museica	linguistic	none	_	_	_	_	_	_
9-16	TO048	9	io	io	linguistic	none	_	_	_	_	_	_
9-17	TO048	9	cioè	cioè	linguistic	none	_	_	_	_	_	_
9-18	TO048	9	forse	forse	linguistic	none	_	_	_	_	_	_
9-19	TO048	9	[non	non	linguistic	none	_	_	_	_	_	0-3(2)
9-20	TO048	9	xx]	x	unknown	none	_	End=36.19	_	_	_	0-2(2)
10-0	TO052	10	[sì].	sì	linguistic	none	Intonation=falling	Begin=32.085|End=32.445	_	_	_	0-2(1)
11-0	TO052	11	[ma	ma	linguistic	none	_	Begin=34.941	_	_	_	0-2(2)
11-1	TO052	11	io	io	linguistic	none	_	_	_	_	_	0-2(2)
11-2	TO052	11	un	un	linguistic	none	_	_	_	_	_	0-2(2)
11-3	TO052	11	po'	po'	linguistic	none	_	_	_	_	_	0-3(2)
11-4	TO052	11	tutti	tutti	linguistic	none	_	_	_	_	_	0-5(2)
11-5	TO052	11	i	i	linguistic	none	_	_	_	_	_	0-1(2)
11-6	TO052	11	pe~	pe~	linguistic	none	Interrupted=Yes	_	_	_	_	0-3(2)
11-7	TO052	11	tu]tti	tutti	linguistic	none	_	_	_	_	_	0-2(2)
11-8	TO052	11	gli	gli	linguistic	none	_	_	_	_	_	_
11-9	TO052	11	[album	album	linguistic	none	_	_	_	_	_	0-5(3)
11-10	TO052	11	i	i	linguistic	none	_	_	_	_	_	0-1(3)
11-11	TO052	11	precedenti],	precedenti	linguistic	none	Intonation=weakly_rising	End=38.015	_	_	_	0-10(3)
12-0	TO048	12	[si	si	linguistic	none	_	Begin=36.405	_	_	_	0-2(3)
12-1	TO048	12	meritava	meritava	linguistic	none	_	_	_	_	_	0-8(3)
12-2	TO048	12	più	più	linguistic	none	_	_	_	_	_	0-3(3)
12-3	TO048	12	attenzio]ne.	attenzione	linguistic	none	Intonation=falling	End=38.171	_	_	_	0-8(3)
13-0	TO052	13	uh	uh	linguistic	none	_	Begin=38.17	_	_	_	_
13-1	TO052	13	credo	credo	linguistic	none	_	_	_	_	_	_
13-2	TO052	13	di	di	linguistic	none	_	_	_	_	_	_
13-3	TO052	13	saperli	saperli	linguistic	none	_	_	_	_	_	_
13-4	TO052	13	a	a	linguistic	none	_	_	_	_	_	_
13-5	TO052	13	memoria.	memoria	linguistic	none	Intonation=falling	End=39.921	_	_	_	_
14-0	TO048	14	però	però	linguistic	none	_	Begin=39.955	_	_	_	_
14-1	TO048	14	è	è	linguistic	none	_	_	_	_	_	_
14-2	TO048	14	vero	vero	linguistic	none	_	_	_	_	_	_
